"GoldLabel","Premise","Hypothesis","PairID","CZpremise","CZhypothesis"
"contradiction","A baby with star shades on.","A baby without glasses.","2276230068.jpg#4r1c","Dítě s hvězdnými brýlemi.","Dítě bez brýlí."
"entailment","A boy wearing orange star glasses is sitting down holding a toy hammer.","A boy wearing glasses is sitting while holding a toy hammer.","2276230068.jpg#3r1e","Chlapec v brýlích s oranžovou hvězdou sedí a drží v ruce kladívko.","Chlapec s brýlemi sedí a v ruce drží kladívko."
"neutral","A boy wearing orange star glasses is sitting down holding a toy hammer.","A boy is showing off the prizes he won at the fair.","2276230068.jpg#3r1n","Chlapec v brýlích s oranžovou hvězdou sedí a drží v ruce kladívko.","Chlapec se chlubí cenami, které vyhrál na pouti."
"contradiction","A boy wearing orange star glasses is sitting down holding a toy hammer.","A dog and a pig play in some mud.","2276230068.jpg#3r1c","Chlapec v brýlích s oranžovou hvězdou sedí a drží v ruce kladívko.","Pes a prase si hrají v blátě."
"neutral","A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer","A little boy is playing inside his bedroom","2276230068.jpg#1r1n","Malý chlapec sedí vedle postele, má oranžové sluneční brýle a hraje si s dětským kladívkem.","Malý chlapec si hraje v ložnici"
"entailment","A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer","A boy is playing with a toy","2276230068.jpg#1r1e","Malý chlapec sedí vedle postele, má oranžové sluneční brýle a hraje si s dětským kladívkem.","Chlapec si hraje s hračkou"
"contradiction","A little boy is sitting next to a bed while wearing orange sunglasses and playing with a toy hammer","A little boy is jumping on his bed while playing with a toy hammer","2276230068.jpg#1r1c","Malý chlapec sedí vedle postele, má oranžové sluneční brýle a hraje si s dětským kladívkem.","Malý chlapec skáče na posteli a hraje si s dětským kladívkem."
"contradiction","A girl leaps through the air while running on the riverbank.","The girl is asleep on the riverbank.","1809758121.jpg#0r1c","Dívka skáče vzduchem, zatímco běží po břehu řeky.","Ta dívka spí na břehu řeky."
"neutral","A girl leaps through the air while running on the riverbank.","The girl is wearing pants.","1809758121.jpg#0r1n","Dívka skáče vzduchem, zatímco běží po břehu řeky.","Ta holka má kalhoty."
"entailment","A girl leaps through the air while running on the riverbank.","The girl is in the air.","1809758121.jpg#0r1e","Dívka skáče vzduchem, zatímco běží po břehu řeky.","Ta holka je ve vzduchu."
"contradiction","A woman is walking down the street with a brown bookbag on her back.","she has black book bag","4554343250.jpg#3r1c","Po ulici jde žena s hnědou taškou na knihy na zádech.","má černou tašku"
"entailment","A woman is walking down the street with a brown bookbag on her back.","she is walking with a bag","4554343250.jpg#3r1n","Po ulici jde žena s hnědou taškou na knihy na zádech.","kráčí s taškou v ruce"
"entailment","A woman is walking down the street with a brown bookbag on her back.","a woman is walking down the street","4554343250.jpg#3r1e","Po ulici jde žena s hnědou taškou na knihy na zádech.","žena jde po ulici"
"contradiction","A woman is sitting in a street market stand where there are various items for sale, such as fish.","She has no fish for sale.","3879927955.jpg#0r1c","Žena sedí na pouličním tržišti, kde jsou na prodej různé věci, například ryby.","Nemá žádnou rybu na prodej."
"entailment","A woman is sitting in a street market stand where there are various items for sale, such as fish.","The woman is in a street market.","3879927955.jpg#0r1e","Žena sedí na pouličním tržišti, kde jsou na prodej různé věci, například ryby.","Ta žena je na pouličním trhu."
"-","A woman is sitting in a street market stand where there are various items for sale, such as fish.","She is selling good fish.","3879927955.jpg#0r1n","Žena sedí na pouličním tržišti, kde jsou na prodej různé věci, například ryby.","Prodává dobré ryby."
"contradiction","A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window.","A man adjusts his hat before a meeting.","4741372603.jpg#0r1c","Muž tlačící vozík s jídlem stojí před kamennou budovou a drží se mříží zakrývajících okno.","Muž si před schůzkou upravuje klobouk."
"neutral","A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window.","A man peering into a window to see if others would like to buy some food.","4741372603.jpg#0r1n","Muž tlačící vozík s jídlem stojí před kamennou budovou a drží se mříží zakrývajících okno.","Muž nahlížející do okna, aby zjistil, jestli by si ostatní nechtěli koupit nějaké jídlo."
"entailment","A man pushing a food cart stands in front of a stone building and holds onto the bars covering a window.","A man with his food cart.","4741372603.jpg#0r1e","Muž tlačící vozík s jídlem stojí před kamennou budovou a drží se mříží zakrývajících okno.","Muž s jídelním vozíkem."
"neutral","An older and younger man smiling.","Two men are smiling and laughing at the cats playing on the floor.","4903031459.jpg#3r1n","Starší a mladší muž se usmíval.","Dva muži se usmívají a smějí kočkám hrajícím si na podlaze."
"contradiction","An older and younger man smiling.","Two young girls are smiling at themselves in the mirror.","4903031459.jpg#3r1c","Starší a mladší muž se usmíval.","Dvě mladé dívky se na sebe usmívají v zrcadle."
"entailment","An older and younger man smiling.","Two men are smiling.","4903031459.jpg#3r1e","Starší a mladší muž se usmíval.","Dva muži se usmívají."
"entailment","Two boys standing on top of a diving platform and one captured midair.","Two boys standing bravely on top of a diving platform","2789648482.jpg#0r1n","Dva chlapci stojící na střeše skokanské plošiny a jeden zajatý ve vzduchu.","Dva chlapci statečně stojící na střeše skokanské plošiny"
"entailment","Two boys standing on top of a diving platform and one captured midair.","Two boys standing on top of a diving platform","2789648482.jpg#0r1e","Dva chlapci stojící na střeše skokanské plošiny a jeden zajatý ve vzduchu.","Dva chlapci stojící na vrcholu skokanské plošiny"
"contradiction","Two boys standing on top of a diving platform and one captured midair.","Two boys standing on top of a spaceship","2789648482.jpg#0r1c","Dva chlapci stojící na střeše skokanské plošiny a jeden zajatý ve vzduchu.","Dva chlapci stojící na vrcholu vesmírné lodi"
"entailment","A girl in a pink shirt is teaching a young man in a striped sweater how to knit.","The girl is teaching someone to knit.","2250479700.jpg#2r1e","Dívka v růžové košili učí mladého muže v pruhovaném svetru plést.","Ta holka učí někoho plést."
"contradiction","A girl in a pink shirt is teaching a young man in a striped sweater how to knit.","The girl is wearing a yellow shirt.","2250479700.jpg#2r1c","Dívka v růžové košili učí mladého muže v pruhovaném svetru plést.","Ta dívka má na sobě žlutou košili."
"neutral","A girl in a pink shirt is teaching a young man in a striped sweater how to knit.","The girl is teaching her boyfriend how to knit.","2250479700.jpg#2r1n","Dívka v růžové košili učí mladého muže v pruhovaném svetru plést.","Ta holka učí svého přítele plést."
"contradiction","A race car speeds away while a man covers his ears.","There are no cars","3722643122.jpg#1r1c","Závodní auto ujíždí, zatímco si muž zacpává uši.","Nejsou tu žádná auta"
"-","A race car speeds away while a man covers his ears.","The race car is loud","3722643122.jpg#1r1e","Závodní auto ujíždí, zatímco si muž zacpává uši.","Závodní auto je hlučné"
"neutral","A race car speeds away while a man covers his ears.","The race car is on a track","3722643122.jpg#1r1n","Závodní auto ujíždí, zatímco si muž zacpává uši.","Závodní auto je na trati"
"contradiction","A lady with red-hair peeking into the back of a car.","A lady is looking at a fire truck.","2773851719.jpg#3r1c","Dáma s rudými vlasy nakukuje do zadní části auta.","Dáma se dívá na hasičské auto."
"entailment","A lady with red-hair peeking into the back of a car.","A lady is looking in a car.","2773851719.jpg#3r1e","Dáma s rudými vlasy nakukuje do zadní části auta.","Dáma se dívá do auta."
"neutral","A lady with red-hair peeking into the back of a car.","A lady is looking in a car at a dog.","2773851719.jpg#3r1n","Dáma s rudými vlasy nakukuje do zadní části auta.","Dáma se dívá v autě na psa."
"entailment","A man playing a banjo near a tree at an outdoor event.","The man is playing a musical instrument at an event.","3799984714.jpg#0r1e","Muž hrající na banjo u stromu na venkovní akci.","Ten muž hraje na hudební nástroj na nějaké akci."
"contradiction","A man playing a banjo near a tree at an outdoor event.","The man is playing a cello inside.","3799984714.jpg#0r1c","Muž hrající na banjo u stromu na venkovní akci.","Ten muž uvnitř hraje na cello."
"neutral","A man playing a banjo near a tree at an outdoor event.","The man playing a banjo is trying to earn money.","3799984714.jpg#0r1n","Muž hrající na banjo u stromu na venkovní akci.","Muž hrající na banjo se snaží vydělat peníze."
"neutral","The band prepares for the next song.","The band has been together for years.","4764136953.jpg#4r1n","Kapela se připravuje na další píseň.","Kapela je spolu už roky."
"neutral","The band prepares for the next song.","There are multiple people present.","4764136953.jpg#4r1e","Kapela se připravuje na další píseň.","Je tu více lidí."
"contradiction","The band prepares for the next song.","There is only one person present.","4764136953.jpg#4r1c","Kapela se připravuje na další píseň.","Je tu jen jedna osoba."
"contradiction","A group of men work on some streetcar rails.","The group of men are asleep at the parade.","1082478946.jpg#3r1c","Skupina mužů pracuje na tramvajových kolejích.","Skupina mužů na přehlídce spí."
